state,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Rhode Island,,762591,818895,872169,1028624,1200052,1361995,1400880,1538199,1552122,1270204,1453757,1305598,1304330,1285654,1420891,1294433,1337396,1471810,1424855
South Carolina,,5022702,5281742,5595351,5984513,6397380,6771851,7160581,7874955,7386184,8019643,7834868,8082859,8739889,9532949,9039350,8820480,9407138,10359050,10784754
South Dakota,,351867,375832,375953,409197,416896,457303,471378,462234,441673,404188,426827,438559,479740,473871,437964,445277,435980,491349,495613
Tennessee,,5786950,5891831,5390970,6649884,7800075,8568075,9018094,9743418,7912895,7491673,7860382,7578872,8473808,9142367,9711986,9446354,8780018,9574945,10157854
Texas,,14333422,14810672,15819150,17163086,17777608,18811508,20017674,20861976,20309008,19192480,21091836,22432404,23366734,24299916,25718602,25076966,25542318,28317012,29446952
Utah,,1113806,1300544,1462366,1619904,1768326,1880222,1975564,2204010,2278013,2248596,2337828,2419398,2400475,2493862,2580035,2636917,2953169,3130685,3614555
Vermont,,395486,336823,417673,387012,355581,439492,507587,669537,585131,605784,627818,679571,721618,614720,553770,542863,548138,553284,575454
Virginia,,4604569,4854724,5171122,5443151,5563894,6146957,6452187,6851675,7120396,7005447,7390336,7722475,8397966,8745066,9034033,9527260,9793584,10554466,11271793
Washington,,4689868,4711687,4864681,5493192,6662652,7138046,7366314,7414079,7240832,7298793,7711819,8357910,8549019,8656816,8856510,8575087,10945676,11496254,11561610
West Virginia,,1871984,1977305,2010306,1978309,2036798,2148954,2315446,2288583,2180592,2149260,2257817,2408797,2407362,2492510,2566506,2667813,2814511,3324350,3435902
Wisconsin,,3385334,3582223,3757886,3933336,4354816,4898674,5660125,5676670,5608834,5554069,5544565,6375511,7176152,7599631,7082579,7584145,7563250,8742524,9479950
Wyoming,,648807,657412,691699,718364,750702,817482,889660,981231,1065165,1052220,1165986,1239905,1253154,1352400,1443149,1453997,1425876,1533353,1604700
